dataset,subject,state,n_episodes,mean_dwell,cv_observed,cv_geometric,overdispersion,ks_stat,ks_p
NURSE,5C_1587297777,stuck,39,5.948717948717949,1.4445508335059174,0.9120836319790735,0.5324672015268439,0.23051341123204971,0.026427910141932354
NURSE,5C_1587569014,overloaded,16,18.6875,1.8619573458820533,0.9728762995953706,0.8890810462866827,0.35859439518716507,0.023903706924127688
NURSE,5C_1588974475,overloaded,13,7.538461538461538,1.2131275560736758,0.9313146293146641,0.2818129267590117,0.2582490079749633,0.2972112735409701
NURSE,5C_1588974475,stuck,8,6.25,2.2224311012942564,0.916515138991168,1.3059159623030885,0.715,0.00011783407317032903
NURSE,5C_1589028738,overloaded,10,42.9,1.0144788877955018,0.9882762653681291,0.0262026224273727,0.1887582679333218,0.8056074345430617
NURSE,5C_1589028738,stuck,11,14.272727272727273,2.318576325753359,0.9643320515945139,1.3542442741588454,0.4405553801663721,0.018406754461468555
NURSE,5C_1589199875,overloaded,10,55.5,1.1807302204920958,0.9909500401039307,0.18978018038816502,0.2642886129372615,0.4149900842047619
NURSE,5C_1589286789,overloaded,17,8.352941176470589,1.4459446055849288,0.938233281301002,0.5077113242839267,0.3043076187031052,0.06803820635080982
NURSE,5C_1589286789,stuck,8,5.25,1.0890092024789784,0.8997354108424374,0.189273791636541,0.19047619047619047,0.8849266617632726
NURSE,5C_1589298448,overloaded,35,15.028571428571428,3.357445667708568,0.9661573764380352,2.3912882912705324,0.5021039808027414,1.0892711713484187e-08
NURSE,5C_1589298448,stuck,77,1.3246753246753247,0.5364456478550765,0.4950737714883372,0.041371876366739335,0.7549019607843137,4.635182024590112e-46
NURSE,5C_1589803857,overloaded,69,9.44927536231884,2.735057811502924,0.9456065667819277,1.789451244720996,0.3059359483395444,3.138023933741561e-06
NURSE,5C_1589803857,stuck,46,9.08695652173913,2.5041025380052435,0.9433727540638683,1.5607297839413752,0.4659278783034708,1.1359899597890373e-09
NURSE,5C_1589889161,overloaded,21,33.523809523809526,1.33454558275405,0.9849723115628451,0.34957327119120485,0.33278677975186,0.014178963228242192
NURSE,5C_1592926305,overloaded,23,14.521739130434783,2.2090006216114775,0.9649547785004736,1.244045843111004,0.36041493172872074,0.0035016079429677216
NURSE,5C_1593006542,overloaded,20,8.65,2.303241552225912,0.9404217477195086,1.3628198045064033,0.48439306358381506,7.634543114609673e-05
NURSE,5C_1593006542,stuck,13,2.3076923076923075,1.0801234497346435,0.752772652709081,0.32735079702556247,0.43333333333333335,0.009787077614960893
NURSE,5C_1593018622,stuck,28,1.3571428571428572,0.5977798258737129,0.5129891760425771,0.08479064983113582,0.7368421052631579,4.207419307868844e-16
NURSE,5C_1593094946,overloaded,48,1.6041666666666667,0.5508392223493115,0.6136964857512031,-0.06285726340189157,0.6233766233766234,1.5432013262669294e-18
NURSE,5C_1593094946,stuck,53,2.4150943396226414,1.1070618489948967,0.7654655446197431,0.34159630437515354,0.4140625,9.703204096767345e-09
NURSE,6B_1588970444,overloaded,53,3.150943396226415,2.9684537863342366,0.8262171207006801,2.1422366656335567,0.3173652694610778,3.0238628672375318e-05
NURSE,6B_1588970444,stuck,54,2.9814814814814814,2.506186165953043,0.8152277432054956,1.6909584227475474,0.3354037267080745,6.4105970805616435e-06
NURSE,6B_1590172247,overloaded,31,5.870967741935484,1.4733473197445597,0.910862409845927,0.5624849098986326,0.2367399527094669,0.051785336311921504
NURSE,6B_1592925729,overloaded,11,9.0,1.5497728011321752,0.9428090415820634,0.6069637595501118,0.25664420420188216,0.39571157266997137
NURSE,6B_1592925729,stuck,13,1.3846153846153846,0.3513641844631533,0.5270462766947299,-0.1756820922315766,0.7222222222222222,2.086730492055204e-07
NURSE,6B_1592996203,overloaded,24,15.416666666666666,2.4915283782460826,0.9670238544809198,1.5245045237651629,0.47304461779608764,1.8825864788036913e-05
NURSE,6B_1592996203,stuck,49,1.653061224489796,0.6177775804047805,0.6285393610547089,-0.010761780649928387,0.6049382716049383,1.0366461277199367e-17
NURSE,6B_1593083317,overloaded,8,5.5,1.5320272314866108,0.9045340337332909,0.6274931977533199,0.3181818181818181,0.32115722025164195
NURSE,6B_1593091155,overloaded,16,11.25,2.3227272178185414,0.9545214042184236,1.3682058136001178,0.5176234567901234,0.00016438104073031678
NURSE,6B_1593091155,stuck,16,2.0625,0.8479435502808013,0.7177405625652734,0.13020298771552785,0.48484848484848486,0.000549647314113999
NURSE,6B_1593176942,overloaded,13,6.6923076923076925,2.022988505747126,0.9222660747548281,1.100722430992298,0.4157850340965681,0.015032997226705702
NURSE,6B_1593176942,stuck,12,3.0,0.49065338146265813,0.816496580927726,-0.3258431994650679,0.38888888888888884,0.03818154947187735
NURSE,6B_1593191957,overloaded,13,7.615384615384615,1.4708680120620121,0.9320337272260424,0.5388342848359697,0.3478334632298514,0.06558933492071994
NURSE,6B_1593427701,overloaded,13,12.076923076923077,1.5424274101923259,0.9577042613611466,0.5847231488311793,0.3869780418695338,0.029102271844040906
NURSE,6B_1593427701,stuck,25,1.24,0.4131047895117967,0.4399413450640598,-0.02683655555226311,0.8064516129032259,4.2262166253121205e-18
NURSE,6B_1593437366,overloaded,15,3.7333333333333334,1.099918828173892,0.8556534679079243,0.2442653602659678,0.2678571428571428,0.19330041493721584
NURSE,6B_1593437366,stuck,13,2.4615384615384617,0.6091746465505603,0.770551750371122,-0.1613771038205617,0.40625,0.01881872773207527
NURSE,6B_1593455714,stuck,9,1.3333333333333333,0.3535533905932738,0.5,-0.1464466094067262,0.75,9.499342060078165e-06
NURSE,6B_1593514692,overloaded,28,11.928571428571429,2.1772129006866265,0.9571664769885428,1.2200464236980837,0.41881627865694904,5.7685746234996547e-05
NURSE,6B_1593514692,stuck,38,4.421052631578948,1.7081985179921997,0.8796644381862461,0.8285340798059536,0.3527568922305765,9.816557714857774e-05
NURSE,6D_1594831043,overloaded,8,16.375,1.1618862271832506,0.9689846736197243,0.19290155356352634,0.32775430354020374,0.28831160304957215
NURSE,6D_1594998483,overloaded,54,5.055555555555555,2.822978323961816,0.8956549571111647,1.9273233668506513,0.4503459503459504,1.6262933117525832e-10
NURSE,6D_1594998483,stuck,49,4.510204081632653,2.673469207537777,0.8822020987202566,1.7912671088175205,0.39052544094560904,3.047846074931465e-07
NURSE,6D_1595523837,overloaded,19,9.157894736842104,0.9915084040553861,0.9438244527989034,0.047683951256482726,0.10919540229885061,0.9587453593931985
