dataset,subject,var_exponent,var_ci_lo,var_ci_hi,var_r2,var_p_vs_pred,var_n,ac1_exponent,ac1_ci_lo,ac1_ci_hi,ac1_r2,ac1_p_vs_pred,ac1_n,kendall_tau_var,kendall_p_surrogate,n_onsets,auc_lead3,auc_lead6,auc_lead12
NURSE,6D_1595523837,0.30559863947952326,0.13742366306236997,0.42839622736219934,0.14564918627638326,0.0009995002498750624,72,-0.035921599166105135,-0.10020119288679581,0.08688275743812425,0.0080998415274682,0.0009995002498750624,72,-0.2712562814070351,0.572139303482587,21,0.5310457516339869,0.5416666666666666,0.4230769230769231
NURSE,DF_1594991923,-0.21890582565803562,-0.40374057321422463,-0.06734837901350943,0.11616200963648525,0.017991004497751123,43,0.13209157706488037,0.05589582354891881,0.28669445500135377,0.256969756688334,0.0009995002498750624,43,0.16482412060301507,0.3383084577114428,25,0.5424,0.5152,0.4973913043478261
NURSE,7E_1603719136,-0.06251717902858796,-0.2017970962293203,0.08962296135211437,0.007879650451173056,0.0009995002498750624,138,-0.01244923378598776,-0.09882972407773268,0.043295715048571194,0.001046947293730877,0.0009995002498750624,138,0.3380904522613065,0.004975124378109453,20,0.4825,0.41125,0.4276315789473684
NURSE,EG_1603972494,-0.037557023294886874,-0.17786886066224683,0.10021299372036281,0.0006586534736077001,0.0009995002498750624,377,-0.052708862662348546,-0.16713472703013463,0.06138290397521327,0.0019196953791218005,0.0009995002498750624,377,-0.017487437185929648,0.39800995024875624,32,0.5274234693877551,0.41836734693877553,0.4336734693877551
NURSE,F5_1594647650,0.14465138804329147,-0.04373891722498608,0.2879172200192248,0.01325093124401929,0.0009995002498750624,196,0.04854897473597934,-0.021866439000247376,0.10844742311593765,0.008651644168710107,0.0009995002498750624,196,-0.10773869346733668,0.22388059701492538,19,0.4602076124567474,0.3786764705882353,0.4172794117647059
NURSE,6B_1590172247,-0.032683169306080964,-0.1696706197203603,0.11050551252717256,0.0012797493875864679,0.0009995002498750624,163,0.016530828621813105,-0.061590399177890234,0.08980924300960727,0.0010545933667736012,0.0009995002498750624,163,0.2784924623115578,0.21890547263681592,22,0.4989177489177489,0.5205627705627706,0.5989974937343359
NURSE,83_1604314003,-0.010929316106436783,-0.2165184094359015,0.20672935153053637,0.0001244999566201463,0.0009995002498750624,128,-0.017090382101652053,-0.1138902303400651,0.048319918874202034,0.0012241210027703448,0.0009995002498750624,128,0.0051256281407035175,0.3333333333333333,9,0.5555555555555556,0.5446428571428571,0.45
NURSE,DF_1595337957,,,,,,15,,,,,,15,-0.3025125628140703,0.7960199004975125,30,0.5472222222222223,0.5455555555555556,0.4908045977011494
NURSE,E4_1587324331,-0.0911344896608341,-0.2877750197444489,0.08254695304975795,0.05530297316932084,0.0009995002498750624,24,-0.12183734875217703,-0.2473068933431065,-0.013548076386256823,0.11270645219883631,0.0009995002498750624,24,,,5,,,
NURSE,F5_1594671025,-1.528636238434727,-2.1908190607360583,-1.1517962653228053,0.42057446216660976,0.0009995002498750624,57,0.1786527817750685,-0.06671383122693629,0.5715274428642729,0.018288204363325063,0.09295352323838081,57,0.4688457609805925,0.17412935323383086,12,0.5357142857142857,0.6041666666666666,
NURSE,15_1595334888,-0.08074152519180221,-0.993276734094453,0.7428725121003023,0.0014261766168362877,0.33983008495752126,39,-0.04071759708650985,-0.20129490451348503,0.09930708604307475,0.008921684626431774,0.0009995002498750624,39,-0.8785929648241205,1.0,17,0.49175824175824173,0.47023809523809523,0.4307692307692308
